Date,Time,AIRFLOW,INBOARDTEMP,INBOARDVIBRATION,OUTBOARDTEMP,OUTBOARDVIBRATION
2/1/17,0:00:00,0,65.1369781494141,-0.00130672473460436,68.3936462402344,-0.00111647369340062
2/1/17,0:02:00,0,65.1290893554688,-0.00079354748595506,68.3559722900391,-0.000873653218150139
2/1/17,0:04:00,0,65.2193450927734,-0.00117905624210835,68.3542327880859,-0.000685905339196324
2/1/17,0:06:00,0,65.264892578125,-0.00144941313192248,68.4032897949219,-0.00100883166305721
2/1/17,0:08:00,0,65.358642578125,-4.76E-05,68.4549865722656,-0.000710938358679414
2/1/17,0:10:00,0,65.3656616210938,0.000505667412653565,68.5040435791016,-0.00107892416417599
2/1/17,0:12:00,0,65.4033355712891,-0.00145942647941411,68.4891510009766,-0.000743481330573559
2/1/17,0:14:00,0,65.3157196044922,-0.00186245841905475,68.4444732666016,-0.00069341529160738
2/1/17,0:16:00,0,65.2272186279297,-0.00178735936060548,68.4514770507813,-0.000781030976213515
2/1/17,0:18:00,0,65.141357421875,0.00178485596552491,68.3218078613281,-0.000470621220301837
2/1/17,0:20:00,0,65.1325988769531,-0.000913706026040018,68.2692413330078,-0.000816077226772904
2/1/17,0:22:00,0,65.1334686279297,0.00122161256149411,68.2210540771484,-0.00113900331780314
2/1/17,0:24:00,0,65.1317291259766,-0.000413045228924602,68.2289428710938,-0.000423058401793242
2/1/17,0:26:00,0,65.1728973388672,-0.00160461803898215,68.2692413330078,-0.00121660577133298
2/1/17,0:28:00,0,65.2254638671875,-0.000135178415803239,68.3139190673828,-0.00110395718365908
2/1/17,0:30:00,0,65.2762908935547,0.000120158612844534,68.3174285888672,-0.000956262229010463
2/1/17,0:32:00,0,65.1361083984375,-0.00193004752509296,68.2280578613281,-0.000913706026040018
2/1/17,0:34:00,0,65.0458526611328,-0.0005832698661834,68.1833801269531,-0.00139183714054525
2/1/17,0:36:00,0,65.0020446777344,3.75E-05,68.1386871337891,0.000315416313242167
2/1/17,0:38:00,0,64.9678802490234,-0.000533203827217221,68.0545806884766,-4.01E-05
2/1/17,0:40:00,0,65.0397186279297,-0.000755997840315104,68.0572052001953,-0.000821083784103394
2/1/17,0:42:00,0,65.0528717041016,-0.00109644723124802,68.14306640625,-0.000926222535781562
2/1/17,0:44:00,0,65.1282196044922,-0.00167220714502037,68.1421966552734,-0.00134677765890956
2/1/17,0:46:00,0,65.1299743652344,-0.000480634451378137,68.1877593994141,0.000177734589669853
2/1/17,0:48:00,0,65.0966796875,-0.00146693619899452,68.1018981933594,-0.000828593736514449
2/1/17,0:50:00,0,65.0020446777344,-0.00153202214278281,68.0055084228516,-0.000225297379074618
2/1/17,0:52:00,0,64.9670104980469,-0.00130422157235444,68.0002593994141,0.000480634451378137
2/1/17,0:54:00,0,65.0029296875,-0.000896182958967984,67.9590759277344,0.000120158612844534
2/1/17,0:56:00,0,65.0423583984375,-0.00068340206053108,68.0484466552734,-0.00151449907571077
2/1/17,0:58:00,0,65.0581207275391,-0.000958765507675707,68.0545806884766,-0.00132675119675696
2/1/17,1:00:00,0,65.0493621826172,-0.000297893187962472,68.0475769042969,-0.00139684369787574
2/1/17,1:02:00,0,64.9967956542969,4.01E-05,67.9582061767578,-0.000260343658737838
2/1/17,1:04:00,0,64.9205627441406,-0.000653362367302179,67.8670806884766,-0.00100382510572672
2/1/17,1:06:00,0,64.8268127441406,-0.00170475011691451,67.8258972167969,-0.00132424803450704
2/1/17,1:08:00,0,64.8066711425781,-0.00167971709743142,67.7803497314453,-0.000725958263501525
2/1/17,1:10:00,0,64.8224334716797,-0.000773521023802459,67.7759552001953,-0.000475627835839987
2/1/17,1:12:00,0,64.9118041992188,-0.00162214110605419,67.7864837646484,-0.00119407614693046
2/1/17,1:14:00,0,64.9100494384766,-0.00127167860046029,67.8714599609375,-6.76E-05
2/1/17,1:16:00,0,64.8215637207031,-0.00147444615140557,67.7899780273438,-0.000498157576657832
2/1/17,1:18:00,0,64.7286834716797,-0.000335442775394768,67.6892242431641,-0.00116403657011688
2/1/17,1:20:00,0,64.6945190429688,-0.000545720336958766,67.6392822265625,-0.000663375598378479
2/1/17,1:22:00,0,64.6945190429688,-0.00190000794827938,67.6077423095703,-0.00134677765890956
2/1/17,1:24:00,0,64.7032775878906,-0.000655865762382746,67.5569305419922,-0.000670885550789535
2/1/17,1:26:00,0,64.7444610595703,-0.000710938358679414,67.5937194824219,-0.00145942647941411
2/1/17,1:28:00,0,64.7803802490234,-0.000503164133988321,67.6506652832031,-0.00119908270426095
2/1/17,1:30:00,0,64.8233184814453,-0.000500660855323076,67.6471710205078,-0.00130922812968493
